SuperWEB2(tm)

"General Household Survey 2022"
"Province by Dwelling originally built"
"Counting: Person Weight"

Filters:
"Default Summation","Person Weight"

"Summation Options","Province","Dwelling originally built","Count",
"Person Weight","Limpopo","2003–2012 (11–20 years)",1762334.5648098
"Person Weight","Limpopo","1993–2002 (21–30 years)",963349.8566891
"Person Weight","Limpopo","1983–1992 (31–40 years)",557494.9270965
"Person Weight","Limpopo","1973–1982 (41–50 years)",335850.5346981
"Person Weight","Limpopo","1951–1973 (51–70 years)",137726.9675333
"Person Weight","Limpopo","Prior to 1951",9355.1897492
"Person Weight","Limpopo","DO NOT KNOW",1099645.1529968
"Person Weight","Limpopo","Total",6167519.4746898
"Person Weight","Total","2018–2022 (0–5 years)",2869921.5739308
"Person Weight","Total","2013–2017 (6–10 years)",6545328.3350802
"Person Weight","Total","2003–2012 (11–20 years)",12508406.0300281
"Person Weight","Total","1993–2002 (21–30 years)",9609003.953027
"Person Weight","Total","1983–1992 (31–40 years)",6088757.9220266
"Person Weight","Total","1973–1982 (41–50 years)",4276073.7089618
"Person Weight","Total","1951–1973 (51–70 years)",2851992.3071197
"Person Weight","Total","Prior to 1951",875946.6230212
"Person Weight","Total","DO NOT KNOW",15758737.4771506
"Person Weight","Total","Total",61384167.9303451


(c) Copyright Statistics South Africa
